Time	Block_X	Block_Y	Block_Z	Rotation	
0.3	-0.0135259	0.06840635	0.9944929	0.5640393	
0.3005	-0.01441377	0.06763176	0.9941313	0.5643184	
0.301	-0.01531179	0.06686338	0.9937655	0.5646074	
0.3015	-0.01621996	0.06610126	0.9933956	0.5649065	
0.302	-0.01713826	0.06534542	0.9930215	0.5652155	
0.3025	-0.01806667	0.06459589	0.9926432	0.5655345	
0.303	-0.01900518	0.06385271	0.9922608	0.5658635	
0.3035	-0.01995377	0.06311589	0.9918742	0.5662024	
0.304	-0.02091242	0.06238549	0.9914835	0.5665513	
0.3045	-0.02188113	0.06166151	0.9910887	0.5669101	
0.305	-0.02285987	0.06094401	0.9906898	0.5672789	
0.3055	-0.02384863	0.060233	0.9902866	0.5676576	
0.306	-0.02484739	0.05952851	0.9898794	0.5680463	
0.3065	-0.02585613	0.05883059	0.989468	0.5684448	
0.307	-0.02687484	0.05813925	0.9890526	0.5688533	
0.3075	-0.0279035	0.05745453	0.988633	0.5692718	
0.308	-0.02894209	0.05677646	0.9882092	0.5697001	
0.3085	-0.02999059	0.05610507	0.9877815	0.5701384	
0.309	-0.031049	0.05544039	0.9873495	0.5705866	
0.3095	-0.03211728	0.05478245	0.9869135	0.5710447	
0.31	-0.03319542	0.05413128	0.9864734	0.5715126	
0.3105	-0.0342834	0.0534869	0.9860291	0.5719905	
0.311	-0.03538121	0.05284936	0.9855809	0.5724784	
0.3115	-0.03648882	0.05221868	0.9851285	0.5729761	
0.312	-0.03760622	0.05159488	0.984672	0.5734836	
0.3125	-0.03873339	0.050978	0.9842114	0.5740011	
0.313	-0.0398703	0.05036808	0.9837468	0.5745285	
0.3135	-0.04101695	0.04976514	0.9832781	0.5750658	
